subclass	sample	random_cluster_n	random_max_cluster_size	true_mean_cluster_size	difference_true_mean_minus_random_max
024 L5 PPP Glut	sample_269	12	634.0	174.23529411764707	-459.7647058823529
024 L5 PPP Glut	sample_27	14	477.0	174.23529411764707	-302.7647058823529
024 L5 PPP Glut	sample_270	15	487.0	174.23529411764707	-312.7647058823529
024 L5 PPP Glut	sample_271	16	349.0	174.23529411764707	-174.76470588235293
024 L5 PPP Glut	sample_272	19	427.0	174.23529411764707	-252.76470588235293
024 L5 PPP Glut	sample_273	15	651.0	174.23529411764707	-476.7647058823529
024 L5 PPP Glut	sample_274	15	490.0	174.23529411764707	-315.7647058823529
024 L5 PPP Glut	sample_275	17	583.0	174.23529411764707	-408.7647058823529
024 L5 PPP Glut	sample_276	14	447.0	174.23529411764707	-272.7647058823529
024 L5 PPP Glut	sample_277	17	465.0	174.23529411764707	-290.7647058823529
024 L5 PPP Glut	sample_278	15	547.0	174.23529411764707	-372.7647058823529
024 L5 PPP Glut	sample_279	18	434.0	174.23529411764707	-259.7647058823529
024 L5 PPP Glut	sample_28	17	496.0	174.23529411764707	-321.7647058823529
024 L5 PPP Glut	sample_280	17	306.0	174.23529411764707	-131.76470588235293
024 L5 PPP Glut	sample_281	18	414.0	174.23529411764707	-239.76470588235293
024 L5 PPP Glut	sample_282	14	456.0	174.23529411764707	-281.7647058823529
024 L5 PPP Glut	sample_283	17	272.0	174.23529411764707	-97.76470588235293
024 L5 PPP Glut	sample_284	17	277.0	174.23529411764707	-102.76470588235293
024 L5 PPP Glut	sample_285	13	633.0	174.23529411764707	-458.7647058823529
024 L5 PPP Glut	sample_286	16	602.0	174.23529411764707	-427.7647058823529
024 L5 PPP Glut	sample_287	15	482.0	174.23529411764707	-307.7647058823529
024 L5 PPP Glut	sample_288	13	402.0	174.23529411764707	-227.76470588235293
024 L5 PPP Glut	sample_289	14	575.0	174.23529411764707	-400.7647058823529
024 L5 PPP Glut	sample_29	14	470.0	174.23529411764707	-295.7647058823529
024 L5 PPP Glut	sample_290	17	446.0	174.23529411764707	-271.7647058823529
024 L5 PPP Glut	sample_291	17	450.0	174.23529411764707	-275.7647058823529
024 L5 PPP Glut	sample_292	16	542.0	174.23529411764707	-367.7647058823529
024 L5 PPP Glut	sample_293	16	587.0	174.23529411764707	-412.7647058823529
024 L5 PPP Glut	sample_294	16	396.0	174.23529411764707	-221.76470588235293
024 L5 PPP Glut	sample_295	16	505.0	174.23529411764707	-330.7647058823529
024 L5 PPP Glut	sample_296	14	447.0	174.23529411764707	-272.7647058823529
024 L5 PPP Glut	sample_297	15	495.0	174.23529411764707	-320.7647058823529
024 L5 PPP Glut	sample_298	16	656.0	174.23529411764707	-481.7647058823529
024 L5 PPP Glut	sample_299	13	448.0	174.23529411764707	-273.7647058823529
024 L5 PPP Glut	sample_3	15	457.0	174.23529411764707	-282.7647058823529
024 L5 PPP Glut	sample_30	16	349.0	174.23529411764707	-174.76470588235293
024 L5 PPP Glut	sample_300	17	408.0	174.23529411764707	-233.76470588235293
024 L5 PPP Glut	sample_301	18	695.0	174.23529411764707	-520.7647058823529
024 L5 PPP Glut	sample_302	15	607.0	174.23529411764707	-432.7647058823529
024 L5 PPP Glut	sample_303	14	641.0	174.23529411764707	-466.7647058823529
024 L5 PPP Glut	sample_304	17	434.0	174.23529411764707	-259.7647058823529
024 L5 PPP Glut	sample_305	19	641.0	174.23529411764707	-466.7647058823529
024 L5 PPP Glut	sample_306	17	638.0	174.23529411764707	-463.7647058823529
024 L5 PPP Glut	sample_307	15	522.0	174.23529411764707	-347.7647058823529
024 L5 PPP Glut	sample_308	13	481.0	174.23529411764707	-306.7647058823529
024 L5 PPP Glut	sample_309	14	421.0	174.23529411764707	-246.76470588235293
024 L5 PPP Glut	sample_31	12	526.0	174.23529411764707	-351.7647058823529
024 L5 PPP Glut	sample_310	16	572.0	174.23529411764707	-397.7647058823529
024 L5 PPP Glut	sample_311	16	602.0	174.23529411764707	-427.7647058823529
024 L5 PPP Glut	sample_312	15	567.0	174.23529411764707	-392.7647058823529
024 L5 PPP Glut	sample_313	16	446.0	174.23529411764707	-271.7647058823529
024 L5 PPP Glut	sample_314	15	430.0	174.23529411764707	-255.76470588235293
024 L5 PPP Glut	sample_315	15	336.0	174.23529411764707	-161.76470588235293
024 L5 PPP Glut	sample_316	16	608.0	174.23529411764707	-433.7647058823529
024 L5 PPP Glut	sample_317	16	582.0	174.23529411764707	-407.7647058823529
024 L5 PPP Glut	sample_318	15	668.0	174.23529411764707	-493.7647058823529
024 L5 PPP Glut	sample_319	16	506.0	174.23529411764707	-331.7647058823529
024 L5 PPP Glut	sample_32	15	510.0	174.23529411764707	-335.7647058823529
024 L5 PPP Glut	sample_320	16	454.0	174.23529411764707	-279.7647058823529
024 L5 PPP Glut	sample_321	16	429.0	174.23529411764707	-254.76470588235293
024 L5 PPP Glut	sample_322	16	496.0	174.23529411764707	-321.7647058823529
024 L5 PPP Glut	sample_323	15	469.0	174.23529411764707	-294.7647058823529
024 L5 PPP Glut	sample_324	18	432.0	174.23529411764707	-257.7647058823529
024 L5 PPP Glut	sample_325	17	418.0	174.23529411764707	-243.76470588235293
024 L5 PPP Glut	sample_326	13	395.0	174.23529411764707	-220.76470588235293
024 L5 PPP Glut	sample_327	17	522.0	174.23529411764707	-347.7647058823529
024 L5 PPP Glut	sample_328	18	348.0	174.23529411764707	-173.76470588235293
024 L5 PPP Glut	sample_329	16	424.0	174.23529411764707	-249.76470588235293
024 L5 PPP Glut	sample_33	15	420.0	174.23529411764707	-245.76470588235293
024 L5 PPP Glut	sample_330	13	383.0	174.23529411764707	-208.76470588235293
024 L5 PPP Glut	sample_331	18	437.0	174.23529411764707	-262.7647058823529
024 L5 PPP Glut	sample_332	15	287.0	174.23529411764707	-112.76470588235293
024 L5 PPP Glut	sample_333	17	405.0	174.23529411764707	-230.76470588235293
024 L5 PPP Glut	sample_334	17	620.0	174.23529411764707	-445.7647058823529
024 L5 PPP Glut	sample_335	14	375.0	174.23529411764707	-200.76470588235293
024 L5 PPP Glut	sample_336	18	438.0	174.23529411764707	-263.7647058823529
024 L5 PPP Glut	sample_337	17	426.0	174.23529411764707	-251.76470588235293
024 L5 PPP Glut	sample_338	17	480.0	174.23529411764707	-305.7647058823529
024 L5 PPP Glut	sample_339	12	399.0	174.23529411764707	-224.76470588235293
024 L5 PPP Glut	sample_34	16	510.0	174.23529411764707	-335.7647058823529
024 L5 PPP Glut	sample_340	15	493.0	174.23529411764707	-318.7647058823529
024 L5 PPP Glut	sample_341	15	427.0	174.23529411764707	-252.76470588235293
024 L5 PPP Glut	sample_342	17	488.0	174.23529411764707	-313.7647058823529
024 L5 PPP Glut	sample_343	15	436.0	174.23529411764707	-261.7647058823529
024 L5 PPP Glut	sample_344	15	418.0	174.23529411764707	-243.76470588235293
024 L5 PPP Glut	sample_345	15	494.0	174.23529411764707	-319.7647058823529
024 L5 PPP Glut	sample_346	17	471.0	174.23529411764707	-296.7647058823529
024 L5 PPP Glut	sample_347	15	508.0	174.23529411764707	-333.7647058823529
024 L5 PPP Glut	sample_348	16	507.0	174.23529411764707	-332.7647058823529
024 L5 PPP Glut	sample_349	17	515.0	174.23529411764707	-340.7647058823529
024 L5 PPP Glut	sample_35	16	481.0	174.23529411764707	-306.7647058823529
024 L5 PPP Glut	sample_350	17	591.0	174.23529411764707	-416.7647058823529
024 L5 PPP Glut	sample_351	17	445.0	174.23529411764707	-270.7647058823529
024 L5 PPP Glut	sample_352	18	443.0	174.23529411764707	-268.7647058823529
024 L5 PPP Glut	sample_353	16	468.0	174.23529411764707	-293.7647058823529
024 L5 PPP Glut	sample_354	18	427.0	174.23529411764707	-252.76470588235293
024 L5 PPP Glut	sample_355	17	563.0	174.23529411764707	-388.7647058823529
024 L5 PPP Glut	sample_356	15	368.0	174.23529411764707	-193.76470588235293
024 L5 PPP Glut	sample_357	16	516.0	174.23529411764707	-341.7647058823529
024 L5 PPP Glut	sample_358	16	401.0	174.23529411764707	-226.76470588235293
024 L5 PPP Glut	sample_359	16	400.0	174.23529411764707	-225.76470588235293
024 L5 PPP Glut	sample_36	15	399.0	174.23529411764707	-224.76470588235293
024 L5 PPP Glut	sample_360	17	459.0	174.23529411764707	-284.7647058823529
024 L5 PPP Glut	sample_361	14	368.0	174.23529411764707	-193.76470588235293
024 L5 PPP Glut	sample_362	17	451.0	174.23529411764707	-276.7647058823529
024 L5 PPP Glut	sample_363	15	549.0	174.23529411764707	-374.7647058823529
024 L5 PPP Glut	sample_364	15	558.0	174.23529411764707	-383.7647058823529
024 L5 PPP Glut	sample_365	17	476.0	174.23529411764707	-301.7647058823529
024 L5 PPP Glut	sample_366	17	536.0	174.23529411764707	-361.7647058823529
024 L5 PPP Glut	sample_367	16	456.0	174.23529411764707	-281.7647058823529
024 L5 PPP Glut	sample_368	18	460.0	174.23529411764707	-285.7647058823529
024 L5 PPP Glut	sample_369	15	492.0	174.23529411764707	-317.7647058823529
024 L5 PPP Glut	sample_37	16	390.0	174.23529411764707	-215.76470588235293
024 L5 PPP Glut	sample_370	15	400.0	174.23529411764707	-225.76470588235293
024 L5 PPP Glut	sample_371	15	599.0	174.23529411764707	-424.7647058823529
024 L5 PPP Glut	sample_372	15	486.0	174.23529411764707	-311.7647058823529
024 L5 PPP Glut	sample_373	17	456.0	174.23529411764707	-281.7647058823529
024 L5 PPP Glut	sample_374	16	698.0	174.23529411764707	-523.7647058823529
024 L5 PPP Glut	sample_375	18	519.0	174.23529411764707	-344.7647058823529
024 L5 PPP Glut	sample_376	19	517.0	174.23529411764707	-342.7647058823529
024 L5 PPP Glut	sample_377	16	477.0	174.23529411764707	-302.7647058823529
024 L5 PPP Glut	sample_378	16	343.0	174.23529411764707	-168.76470588235293
024 L5 PPP Glut	sample_379	17	441.0	174.23529411764707	-266.7647058823529
024 L5 PPP Glut	sample_38	15	542.0	174.23529411764707	-367.7647058823529
024 L5 PPP Glut	sample_380	13	561.0	174.23529411764707	-386.7647058823529
024 L5 PPP Glut	sample_381	16	538.0	174.23529411764707	-363.7647058823529
024 L5 PPP Glut	sample_382	16	468.0	174.23529411764707	-293.7647058823529
024 L5 PPP Glut	sample_383	15	452.0	174.23529411764707	-277.7647058823529
024 L5 PPP Glut	sample_384	15	525.0	174.23529411764707	-350.7647058823529
024 L5 PPP Glut	sample_385	17	536.0	174.23529411764707	-361.7647058823529
024 L5 PPP Glut	sample_386	16	591.0	174.23529411764707	-416.7647058823529
024 L5 PPP Glut	sample_387	16	641.0	174.23529411764707	-466.7647058823529
024 L5 PPP Glut	sample_388	13	402.0	174.23529411764707	-227.76470588235293
024 L5 PPP Glut	sample_389	16	613.0	174.23529411764707	-438.7647058823529
024 L5 PPP Glut	sample_39	16	498.0	174.23529411764707	-323.7647058823529
024 L5 PPP Glut	sample_390	14	593.0	174.23529411764707	-418.7647058823529
024 L5 PPP Glut	sample_391	16	524.0	174.23529411764707	-349.7647058823529
024 L5 PPP Glut	sample_392	15	407.0	174.23529411764707	-232.76470588235293
024 L5 PPP Glut	sample_393	15	343.0	174.23529411764707	-168.76470588235293
024 L5 PPP Glut	sample_394	17	386.0	174.23529411764707	-211.76470588235293
024 L5 PPP Glut	sample_395	16	382.0	174.23529411764707	-207.76470588235293
024 L5 PPP Glut	sample_396	16	436.0	174.23529411764707	-261.7647058823529
024 L5 PPP Glut	sample_397	17	336.0	174.23529411764707	-161.76470588235293
024 L5 PPP Glut	sample_398	14	514.0	174.23529411764707	-339.7647058823529
024 L5 PPP Glut	sample_399	13	673.0	174.23529411764707	-498.7647058823529
024 L5 PPP Glut	sample_4	14	489.0	174.23529411764707	-314.7647058823529
024 L5 PPP Glut	sample_40	16	454.0	174.23529411764707	-279.7647058823529
024 L5 PPP Glut	sample_400	16	498.0	174.23529411764707	-323.7647058823529
024 L5 PPP Glut	sample_401	17	491.0	174.23529411764707	-316.7647058823529
024 L5 PPP Glut	sample_402	17	467.0	174.23529411764707	-292.7647058823529
024 L5 PPP Glut	sample_403	16	369.0	174.23529411764707	-194.76470588235293
024 L5 PPP Glut	sample_404	17	528.0	174.23529411764707	-353.7647058823529
024 L5 PPP Glut	sample_405	15	430.0	174.23529411764707	-255.76470588235293
024 L5 PPP Glut	sample_406	17	456.0	174.23529411764707	-281.7647058823529
024 L5 PPP Glut	sample_407	17	506.0	174.23529411764707	-331.7647058823529
024 L5 PPP Glut	sample_408	15	414.0	174.23529411764707	-239.76470588235293
024 L5 PPP Glut	sample_409	17	639.0	174.23529411764707	-464.7647058823529
024 L5 PPP Glut	sample_41	16	395.0	174.23529411764707	-220.76470588235293
024 L5 PPP Glut	sample_410	18	655.0	174.23529411764707	-480.7647058823529
024 L5 PPP Glut	sample_411	15	392.0	174.23529411764707	-217.76470588235293
024 L5 PPP Glut	sample_412	15	477.0	174.23529411764707	-302.7647058823529
024 L5 PPP Glut	sample_413	15	474.0	174.23529411764707	-299.7647058823529
024 L5 PPP Glut	sample_414	19	523.0	174.23529411764707	-348.7647058823529
024 L5 PPP Glut	sample_415	18	461.0	174.23529411764707	-286.7647058823529
024 L5 PPP Glut	sample_416	17	479.0	174.23529411764707	-304.7647058823529
024 L5 PPP Glut	sample_417	17	513.0	174.23529411764707	-338.7647058823529
024 L5 PPP Glut	sample_418	15	594.0	174.23529411764707	-419.7647058823529
024 L5 PPP Glut	sample_419	14	397.0	174.23529411764707	-222.76470588235293
024 L5 PPP Glut	sample_42	17	516.0	174.23529411764707	-341.7647058823529
024 L5 PPP Glut	sample_420	16	385.0	174.23529411764707	-210.76470588235293
024 L5 PPP Glut	sample_421	15	604.0	174.23529411764707	-429.7647058823529
024 L5 PPP Glut	sample_422	13	507.0	174.23529411764707	-332.7647058823529
024 L5 PPP Glut	sample_423	17	419.0	174.23529411764707	-244.76470588235293
024 L5 PPP Glut	sample_424	16	460.0	174.23529411764707	-285.7647058823529
024 L5 PPP Glut	sample_425	15	600.0	174.23529411764707	-425.7647058823529
024 L5 PPP Glut	sample_426	17	508.0	174.23529411764707	-333.7647058823529
024 L5 PPP Glut	sample_427	14	576.0	174.23529411764707	-401.7647058823529
024 L5 PPP Glut	sample_428	13	281.0	174.23529411764707	-106.76470588235293
024 L5 PPP Glut	sample_429	14	379.0	174.23529411764707	-204.76470588235293
024 L5 PPP Glut	sample_43	17	488.0	174.23529411764707	-313.7647058823529
024 L5 PPP Glut	sample_430	16	527.0	174.23529411764707	-352.7647058823529
024 L5 PPP Glut	sample_431	17	411.0	174.23529411764707	-236.76470588235293
024 L5 PPP Glut	sample_432	18	605.0	174.23529411764707	-430.7647058823529
024 L5 PPP Glut	sample_433	18	512.0	174.23529411764707	-337.7647058823529
024 L5 PPP Glut	sample_434	18	453.0	174.23529411764707	-278.7647058823529
024 L5 PPP Glut	sample_435	14	405.0	174.23529411764707	-230.76470588235293
024 L5 PPP Glut	sample_436	14	539.0	174.23529411764707	-364.7647058823529
024 L5 PPP Glut	sample_437	16	462.0	174.23529411764707	-287.7647058823529
024 L5 PPP Glut	sample_438	17	574.0	174.23529411764707	-399.7647058823529
024 L5 PPP Glut	sample_439	16	326.0	174.23529411764707	-151.76470588235293
024 L5 PPP Glut	sample_44	15	288.0	174.23529411764707	-113.76470588235293
024 L5 PPP Glut	sample_440	18	634.0	174.23529411764707	-459.7647058823529
024 L5 PPP Glut	sample_441	12	601.0	174.23529411764707	-426.7647058823529
024 L5 PPP Glut	sample_442	15	367.0	174.23529411764707	-192.76470588235293
024 L5 PPP Glut	sample_443	17	632.0	174.23529411764707	-457.7647058823529
024 L5 PPP Glut	sample_444	16	293.0	174.23529411764707	-118.76470588235293
024 L5 PPP Glut	sample_445	14	335.0	174.23529411764707	-160.76470588235293
024 L5 PPP Glut	sample_446	15	546.0	174.23529411764707	-371.7647058823529
024 L5 PPP Glut	sample_447	16	475.0	174.23529411764707	-300.7647058823529
024 L5 PPP Glut	sample_448	16	313.0	174.23529411764707	-138.76470588235293
024 L5 PPP Glut	sample_449	17	590.0	174.23529411764707	-415.7647058823529
024 L5 PPP Glut	sample_45	16	486.0	174.23529411764707	-311.7647058823529
024 L5 PPP Glut	sample_450	15	467.0	174.23529411764707	-292.7647058823529
024 L5 PPP Glut	sample_451	16	465.0	174.23529411764707	-290.7647058823529
024 L5 PPP Glut	sample_452	16	533.0	174.23529411764707	-358.7647058823529
024 L5 PPP Glut	sample_453	13	488.0	174.23529411764707	-313.7647058823529
024 L5 PPP Glut	sample_454	17	519.0	174.23529411764707	-344.7647058823529
024 L5 PPP Glut	sample_455	18	516.0	174.23529411764707	-341.7647058823529
024 L5 PPP Glut	sample_456	14	410.0	174.23529411764707	-235.76470588235293
024 L5 PPP Glut	sample_457	17	597.0	174.23529411764707	-422.7647058823529
024 L5 PPP Glut	sample_458	16	587.0	174.23529411764707	-412.7647058823529
024 L5 PPP Glut	sample_459	14	485.0	174.23529411764707	-310.7647058823529
024 L5 PPP Glut	sample_46	16	598.0	174.23529411764707	-423.7647058823529
024 L5 PPP Glut	sample_460	14	436.0	174.23529411764707	-261.7647058823529
024 L5 PPP Glut	sample_461	16	507.0	174.23529411764707	-332.7647058823529
024 L5 PPP Glut	sample_462	18	387.0	174.23529411764707	-212.76470588235293
024 L5 PPP Glut	sample_463	15	367.0	174.23529411764707	-192.76470588235293
024 L5 PPP Glut	sample_464	16	454.0	174.23529411764707	-279.7647058823529
024 L5 PPP Glut	sample_465	15	582.0	174.23529411764707	-407.7647058823529
024 L5 PPP Glut	sample_466	14	563.0	174.23529411764707	-388.7647058823529
024 L5 PPP Glut	sample_467	16	462.0	174.23529411764707	-287.7647058823529
024 L5 PPP Glut	sample_468	18	679.0	174.23529411764707	-504.7647058823529
024 L5 PPP Glut	sample_469	14	596.0	174.23529411764707	-421.7647058823529
024 L5 PPP Glut	sample_47	16	503.0	174.23529411764707	-328.7647058823529
024 L5 PPP Glut	sample_470	18	460.0	174.23529411764707	-285.7647058823529
024 L5 PPP Glut	sample_471	16	517.0	174.23529411764707	-342.7647058823529
024 L5 PPP Glut	sample_472	19	574.0	174.23529411764707	-399.7647058823529
024 L5 PPP Glut	sample_473	16	475.0	174.23529411764707	-300.7647058823529
024 L5 PPP Glut	sample_474	15	452.0	174.23529411764707	-277.7647058823529
024 L5 PPP Glut	sample_475	17	370.0	174.23529411764707	-195.76470588235293
024 L5 PPP Glut	sample_476	17	537.0	174.23529411764707	-362.7647058823529
024 L5 PPP Glut	sample_477	16	599.0	174.23529411764707	-424.7647058823529
024 L5 PPP Glut	sample_478	16	539.0	174.23529411764707	-364.7647058823529
024 L5 PPP Glut	sample_479	14	447.0	174.23529411764707	-272.7647058823529
024 L5 PPP Glut	sample_48	16	439.0	174.23529411764707	-264.7647058823529
024 L5 PPP Glut	sample_480	12	576.0	174.23529411764707	-401.7647058823529
024 L5 PPP Glut	sample_481	18	394.0	174.23529411764707	-219.76470588235293
024 L5 PPP Glut	sample_482	15	434.0	174.23529411764707	-259.7647058823529
024 L5 PPP Glut	sample_483	16	378.0	174.23529411764707	-203.76470588235293
024 L5 PPP Glut	sample_484	17	547.0	174.23529411764707	-372.7647058823529
024 L5 PPP Glut	sample_485	16	469.0	174.23529411764707	-294.7647058823529
024 L5 PPP Glut	sample_486	16	429.0	174.23529411764707	-254.76470588235293
024 L5 PPP Glut	sample_487	15	515.0	174.23529411764707	-340.7647058823529
024 L5 PPP Glut	sample_488	16	468.0	174.23529411764707	-293.7647058823529
024 L5 PPP Glut	sample_489	18	496.0	174.23529411764707	-321.7647058823529
024 L5 PPP Glut	sample_49	15	349.0	174.23529411764707	-174.76470588235293
024 L5 PPP Glut	sample_490	18	546.0	174.23529411764707	-371.7647058823529
024 L5 PPP Glut	sample_491	17	593.0	174.23529411764707	-418.7647058823529
024 L5 PPP Glut	sample_492	15	552.0	174.23529411764707	-377.7647058823529
024 L5 PPP Glut	sample_493	14	570.0	174.23529411764707	-395.7647058823529
024 L5 PPP Glut	sample_494	17	346.0	174.23529411764707	-171.76470588235293
024 L5 PPP Glut	sample_495	15	436.0	174.23529411764707	-261.7647058823529
024 L5 PPP Glut	sample_496	17	571.0	174.23529411764707	-396.7647058823529
024 L5 PPP Glut	sample_497	15	368.0	174.23529411764707	-193.76470588235293
024 L5 PPP Glut	sample_498	17	396.0	174.23529411764707	-221.76470588235293
024 L5 PPP Glut	sample_499	14	387.0	174.23529411764707	-212.76470588235293
024 L5 PPP Glut	sample_5	16	415.0	174.23529411764707	-240.76470588235293
024 L5 PPP Glut	sample_50	17	600.0	174.23529411764707	-425.7647058823529
024 L5 PPP Glut	sample_500	16	447.0	174.23529411764707	-272.7647058823529
024 L5 PPP Glut	sample_51	17	313.0	174.23529411764707	-138.76470588235293
024 L5 PPP Glut	sample_52	15	418.0	174.23529411764707	-243.76470588235293
024 L5 PPP Glut	sample_53	15	543.0	174.23529411764707	-368.7647058823529
024 L5 PPP Glut	sample_54	14	303.0	174.23529411764707	-128.76470588235293
024 L5 PPP Glut	sample_55	15	440.0	174.23529411764707	-265.7647058823529
024 L5 PPP Glut	sample_56	16	452.0	174.23529411764707	-277.7647058823529
024 L5 PPP Glut	sample_57	18	393.0	174.23529411764707	-218.76470588235293
024 L5 PPP Glut	sample_58	17	284.0	174.23529411764707	-109.76470588235293
024 L5 PPP Glut	sample_59	17	387.0	174.23529411764707	-212.76470588235293
024 L5 PPP Glut	sample_6	17	347.0	174.23529411764707	-172.76470588235293
024 L5 PPP Glut	sample_60	17	396.0	174.23529411764707	-221.76470588235293
024 L5 PPP Glut	sample_61	18	333.0	174.23529411764707	-158.76470588235293
024 L5 PPP Glut	sample_62	16	427.0	174.23529411764707	-252.76470588235293
024 L5 PPP Glut	sample_63	13	297.0	174.23529411764707	-122.76470588235293
024 L5 PPP Glut	sample_64	18	495.0	174.23529411764707	-320.7647058823529
024 L5 PPP Glut	sample_65	15	502.0	174.23529411764707	-327.7647058823529
024 L5 PPP Glut	sample_66	14	340.0	174.23529411764707	-165.76470588235293
024 L5 PPP Glut	sample_67	15	566.0	174.23529411764707	-391.7647058823529
024 L5 PPP Glut	sample_68	18	382.0	174.23529411764707	-207.76470588235293
024 L5 PPP Glut	sample_69	16	298.0	174.23529411764707	-123.76470588235293
024 L5 PPP Glut	sample_7	16	444.0	174.23529411764707	-269.7647058823529
024 L5 PPP Glut	sample_70	17	473.0	174.23529411764707	-298.7647058823529
024 L5 PPP Glut	sample_71	18	339.0	174.23529411764707	-164.76470588235293
024 L5 PPP Glut	sample_72	15	515.0	174.23529411764707	-340.7647058823529
024 L5 PPP Glut	sample_73	17	280.0	174.23529411764707	-105.76470588235293
024 L5 PPP Glut	sample_74	14	438.0	174.23529411764707	-263.7647058823529
024 L5 PPP Glut	sample_75	18	240.0	174.23529411764707	-65.76470588235293
024 L5 PPP Glut	sample_76	16	506.0	174.23529411764707	-331.7647058823529
024 L5 PPP Glut	sample_77	16	588.0	174.23529411764707	-413.7647058823529
024 L5 PPP Glut	sample_78	15	331.0	174.23529411764707	-156.76470588235293
024 L5 PPP Glut	sample_79	17	599.0	174.23529411764707	-424.7647058823529
024 L5 PPP Glut	sample_8	16	310.0	174.23529411764707	-135.76470588235293
024 L5 PPP Glut	sample_80	16	456.0	174.23529411764707	-281.7647058823529
024 L5 PPP Glut	sample_81	14	266.0	174.23529411764707	-91.76470588235293
024 L5 PPP Glut	sample_82	17	369.0	174.23529411764707	-194.76470588235293
024 L5 PPP Glut	sample_83	15	308.0	174.23529411764707	-133.76470588235293
024 L5 PPP Glut	sample_84	15	445.0	174.23529411764707	-270.7647058823529
024 L5 PPP Glut	sample_85	14	449.0	174.23529411764707	-274.7647058823529
024 L5 PPP Glut	sample_86	16	426.0	174.23529411764707	-251.76470588235293
024 L5 PPP Glut	sample_87	16	313.0	174.23529411764707	-138.76470588235293
024 L5 PPP Glut	sample_88	19	405.0	174.23529411764707	-230.76470588235293
024 L5 PPP Glut	sample_89	17	546.0	174.23529411764707	-371.7647058823529
024 L5 PPP Glut	sample_9	17	397.0	174.23529411764707	-222.76470588235293
024 L5 PPP Glut	sample_90	17	292.0	174.23529411764707	-117.76470588235293
024 L5 PPP Glut	sample_91	16	459.0	174.23529411764707	-284.7647058823529
024 L5 PPP Glut	sample_92	14	336.0	174.23529411764707	-161.76470588235293
024 L5 PPP Glut	sample_93	16	475.0	174.23529411764707	-300.7647058823529
024 L5 PPP Glut	sample_94	17	312.0	174.23529411764707	-137.76470588235293
024 L5 PPP Glut	sample_95	14	569.0	174.23529411764707	-394.7647058823529
024 L5 PPP Glut	sample_96	12	526.0	174.23529411764707	-351.7647058823529
024 L5 PPP Glut	sample_97	18	673.0	174.23529411764707	-498.7647058823529
024 L5 PPP Glut	sample_98	16	438.0	174.23529411764707	-263.7647058823529
024 L5 PPP Glut	sample_99	15	611.0	174.23529411764707	-436.7647058823529
025 CA2-FC-IG Glut	sample_1	70	495.0	136.5909090909091	-358.4090909090909
025 CA2-FC-IG Glut	sample_10	67	615.0	136.5909090909091	-478.4090909090909
025 CA2-FC-IG Glut	sample_100	73	1365.0	136.5909090909091	-1228.409090909091
025 CA2-FC-IG Glut	sample_101	72	794.0	136.5909090909091	-657.4090909090909
025 CA2-FC-IG Glut	sample_102	64	1172.0	136.5909090909091	-1035.409090909091
025 CA2-FC-IG Glut	sample_103	69	637.0	136.5909090909091	-500.4090909090909
025 CA2-FC-IG Glut	sample_104	70	698.0	136.5909090909091	-561.4090909090909
025 CA2-FC-IG Glut	sample_105	70	722.0	136.5909090909091	-585.4090909090909
025 CA2-FC-IG Glut	sample_106	77	732.0	136.5909090909091	-595.4090909090909
025 CA2-FC-IG Glut	sample_107	70	586.0	136.5909090909091	-449.4090909090909
025 CA2-FC-IG Glut	sample_108	77	1159.0	136.5909090909091	-1022.4090909090909
025 CA2-FC-IG Glut	sample_109	75	363.0	136.5909090909091	-226.4090909090909
025 CA2-FC-IG Glut	sample_11	72	1304.0	136.5909090909091	-1167.409090909091
025 CA2-FC-IG Glut	sample_110	82	883.0	136.5909090909091	-746.4090909090909
025 CA2-FC-IG Glut	sample_111	79	674.0	136.5909090909091	-537.4090909090909
025 CA2-FC-IG Glut	sample_112	77	732.0	136.5909090909091	-595.4090909090909
025 CA2-FC-IG Glut	sample_113	78	914.0	136.5909090909091	-777.4090909090909
025 CA2-FC-IG Glut	sample_114	70	443.0	136.5909090909091	-306.4090909090909
025 CA2-FC-IG Glut	sample_115	74	895.0	136.5909090909091	-758.4090909090909
025 CA2-FC-IG Glut	sample_116	77	798.0	136.5909090909091	-661.4090909090909
025 CA2-FC-IG Glut	sample_117	72	793.0	136.5909090909091	-656.4090909090909
025 CA2-FC-IG Glut	sample_118	77	421.0	136.5909090909091	-284.4090909090909
025 CA2-FC-IG Glut	sample_119	72	931.0	136.5909090909091	-794.4090909090909
025 CA2-FC-IG Glut	sample_12	75	626.0	136.5909090909091	-489.4090909090909
025 CA2-FC-IG Glut	sample_120	75	684.0	136.5909090909091	-547.4090909090909
025 CA2-FC-IG Glut	sample_121	72	417.0	136.5909090909091	-280.4090909090909
025 CA2-FC-IG Glut	sample_122	72	1294.0	136.5909090909091	-1157.409090909091
025 CA2-FC-IG Glut	sample_123	73	1196.0	136.5909090909091	-1059.409090909091
025 CA2-FC-IG Glut	sample_124	74	1174.0	136.5909090909091	-1037.409090909091
025 CA2-FC-IG Glut	sample_125	71	826.0	136.5909090909091	-689.4090909090909
025 CA2-FC-IG Glut	sample_126	71	652.0	136.5909090909091	-515.4090909090909
025 CA2-FC-IG Glut	sample_127	71	382.0	136.5909090909091	-245.4090909090909
025 CA2-FC-IG Glut	sample_128	74	931.0	136.5909090909091	-794.4090909090909
